分录行号,日期,会计年度,期间,凭证字,凭证号,摘要,科目编码,科目全名,币别,原币金额,借方金额,贷方金额,制单,审核,过账,出纳,附件数,来源系统,业务类型,审核状态,作废状态
1,2024/5/31,"2,024",5,记,83,肖鹏报差旅费/2100056/总经办,6602.03,管理费用_差旅费,人民币,"¥2,074.91","¥2,074.91",,梁映婵,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,肖鹏报住宿费/发票号35293560/总经办,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥41.21,¥41.21,,,,,,,,,,
3,,,,,,肖鹏报差旅费/2100056/总经办/,2221.01.01.04.01,应交税费_应交增值税_进项税额_国内旅客运输服务_国内旅客运输服务（3%税率）,人民币,¥38.48,¥38.48,,,,,,,,,,
4,,,,,,肖鹏报差旅费/2100056/总经办,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥2,154.60",,"¥2,154.60",,,,,,,,,
1,2024/5/31,"2,024",5,记,84,肖鹏报差旅费/2102844/总经办,6602.03,管理费用_差旅费,人民币,"¥6,642.36","¥6,642.36",,梁映婵,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,肖鹏报差旅费/22102844/总经办/滴滴,2221.01.01.04.01,应交税费_应交增值税_进项税额_国内旅客运输服务_国内旅客运输服务（3%税率）,人民币,¥24.03,¥24.03,,,,,,,,,,
3,,,,,,肖鹏报差旅费/2100056/总经办,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥6,666.39",,"¥6,666.39",,,,,,,,,
1,2024/5/31,"2,024",5,记,85,胡赫报差旅费/21003989/市场部,6601.03,销售费用_差旅费,人民币,"¥1,887.44","¥1,887.44",,梁映婵,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,胡赫报差旅费/21003989/市场部/滴滴,2221.01.01.04.01,应交税费_应交增值税_进项税额_国内旅客运输服务_国内旅客运输服务（3%税率）,人民币,¥7.70,¥7.70,,,,,,,,,,
3,,,,,,胡赫报差旅费/21003989/市场部/通行费,2221.01.01.04.01,应交税费_应交增值税_进项税额_国内旅客运输服务_国内旅客运输服务（3%税率）,人民币,¥2.10,¥2.10,,,,,,,,,,
4,,,,,,胡赫报差旅费/21003989/市场部/火车票,2221.01.01.04.02,应交税费_应交增值税_进项税额_国内旅客运输服务_国内旅客运输服务（9%税率）,人民币,¥5.04,¥5.04,,,,,,,,,,
5,,,,,,胡赫报业务费/21003989/市场部,6601.02,销售费用_业务招待费,人民币,"¥8,058.00","¥8,058.00",,,,,,,,,,
6,,,,,,胡赫报业务差旅费/21003989/市场部,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥9,960.28",,"¥9,960.28",,,,,,,,,
1,2024/5/31,"2,024",5,记,86,胡赫报差旅费/21003984/市场部,6601.03,销售费用_差旅费,人民币,"¥4,563.52","¥4,563.52",,梁映婵,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,胡赫报住宿旅费/发票号131472319/市场部,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥52.98,¥52.98,,,,,,,,,,
3,,,,,,胡赫报差旅费/21003984/市场部/通行费,2221.01.01.04.01,应交税费_应交增值税_进项税额_国内旅客运输服务_国内旅客运输服务（3%税率）,人民币,¥3.15,¥3.15,,,,,,,,,,
4,,,,,,胡赫报差旅费/21003984/市场部/火车票,2221.01.01.04.02,应交税费_应交增值税_进项税额_国内旅客运输服务_国内旅客运输服务（9%税率）,人民币,¥16.35,¥16.35,,,,,,,,,,
5,,,,,,胡赫报业务费/21003984/市场部,6601.02,销售费用_业务招待费,人民币,"¥5,660.00","¥5,660.00",,,,,,,,,,
6,,,,,,胡赫报业务差旅费/21003984/市场部,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥10,296.00",,"¥10,296.00",,,,,,,,,
1,2024/5/31,"2,024",5,记,87,邹蕴莉请付粤高专利费/2103282/技术研究部,2202.05,应付账款_其他服务供应商,人民币,"¥1,400.00","¥1,400.00",,梁映婵,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,邹蕴莉请付粤高专利费/2103282/技术研究部,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥1,400.00",,"¥1,400.00",,,,,,,,,
1,2024/5/31,"2,024",5,记,88,邹蕴莉请付三环专利费/2103281/技术研究科,2202.05,应付账款_其他服务供应商,人民币,"¥6,350.00","¥6,350.00",,梁映婵,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,邹蕴莉请付三环专利费/2103281/技术研究科,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥6,350.00",,"¥6,350.00",,,,,,,,,
1,2024/5/31,"2,024",5,记,89,支付3月顺丰快递费/21007034/财务部,6602.13,管理费用_运杂费,人民币,¥79.10,¥79.10,,梁映婵,梁映婵,梁映婵,,0,发票管理,进项费用增值税发票,已审核,未作废
2,,,,,,支付3月顺丰快递费/21007034/综合管理部,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥700.60,¥700.60,,,,,,,,,,
3,,,,,,支付3月顺丰快递费/21007034/综合管理部,2202.05,应付账款_其他服务供应商,人民币,"¥12,377.29",,"¥12,377.29",,,,,,,,,
4,,,,,,支付3月顺丰快递费/21007034/技术部-公共,5301.11.08,研发支出_其他费用_运杂费,人民币,"¥5,573.02","¥5,573.02",,,,,,,,,,
5,,,,,,支付3月顺丰快递费/21007034/技术部-热固,5301.11.08,研发支出_其他费用_运杂费,人民币,¥615.42,¥615.42,,,,,,,,,,
6,,,,,,支付3月顺丰快递费/21007034/品质部,5301.11.08,研发支出_其他费用_运杂费,人民币,¥245.28,¥245.28,,,,,,,,,,
7,,,,,,支付3月顺丰快递费/21007034/市场部,6601.10,销售费用_快递费,人民币,¥68.68,¥68.68,,,,,,,,,,
8,,,,,,支付3月顺丰快递费/21007034/市场部-热固,6601.07,销售费用_运输费,人民币,"¥4,059.91","¥4,059.91",,,,,,,,,,
9,,,,,,支付3月顺丰快递费/21007034/综合管理部,6602.13,管理费用_运杂费,人民币,¥460.37,¥460.37,,,,,,,,,,
10,,,,,,支付3月顺丰快递费/21007034/装备部,5301.11.08,研发支出_其他费用_运杂费,人民币,¥574.91,¥574.91,,,,,,,,,,
1,2024/5/31,"2,024",5,记,90,支付3月顺丰快递费/21007034/综合管理部,2202.05,应付账款_其他服务供应商,人民币,"¥12,377.29","¥12,377.29",,梁映婵,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,支付3月顺丰快递费/21007034/综合管理部,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥12,377.29",,"¥12,377.29",,,,,,,,,
1,2024/5/31,"2,024",5,记,91,支付3月顺丰快递费/21007034/综合管理部,6602.13,管理费用_运杂费,人民币,¥0.01,¥0.01,,梁映婵,梁映婵,梁映婵,,0,发票管理,进项费用增值税发票,已审核,未作废
2,,,,,,支付3月顺丰快递费/21007034/综合管理部,2202.05,应付账款_其他服务供应商,人民币,¥0.01,,¥0.01,,,,,,,,,
1,2024/5/31,"2,024",5,记,92,支付3月顺丰快递费/21007034/综合管理部,2202.05,应付账款_其他服务供应商,人民币,¥0.01,¥0.01,,梁映婵,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,支付3月顺丰快递费/21007034/综合管理部,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,¥0.01,,¥0.01,,,,,,,,,
1,2024/5/31,"2,024",5,记,93,支付4月美亚机票等/21007037/市场部,6601.03,销售费用_差旅费,人民币,"¥33,255.86","¥33,255.86",,梁映婵,梁映婵,梁映婵,,0,发票管理,进项费用普通发票,已审核,未作废
2,,,,,,支付4月美亚机票等/21007037/技术部,5301.12.01.05.02,研发支出_科技项目费_直接费用_会议/差旅/国际合作交流费_差旅费,人民币,"¥24,701.58","¥24,701.58",,,,,,,,,,
3,,,,,,支付4月美亚机票等/21007037/市场部,2202.05,应付账款_其他服务供应商,人民币,"¥65,256.50",,"¥65,256.50",,,,,,,,,
4,,,,,,支付4月美亚机票等/21007037/品质部,5301.12.01.05.02,研发支出_科技项目费_直接费用_会议/差旅/国际合作交流费_差旅费,人民币,"¥1,833.01","¥1,833.01",,,,,,,,,,
5,,,,,,支付4月美亚机票等/21007037/市场部/机票,2221.01.01.04.02,应交税费_应交增值税_进项税额_国内旅客运输服务_国内旅客运输服务（9%税率）,人民币,"¥4,894.93","¥4,894.93",,,,,,,,,,
6,,,,,,支付4月美亚机票等/21007037/市场部/火车票,2221.01.01.04.02,应交税费_应交增值税_进项税额_国内旅客运输服务_国内旅客运输服务（9%税率）,人民币,¥493.23,¥493.23,,,,,,,,,,
7,,,,,,支付4月美亚机票等/21007037/市场部,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥22.98,¥22.98,,,,,,,,,,
8,,,,,,支付4月美亚机票等/21007037/市场部,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥54.91,¥54.91,,,,,,,,,,
1,2024/5/31,"2,024",5,记,94,支付4月美亚机票等/21007037/市场部,2202.05,应付账款_其他服务供应商,人民币,"¥65,256.50","¥65,256.50",,梁映婵,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,支付4月美亚机票等/21007037/市场部,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥65,256.50",,"¥65,256.50",,,,,,,,,
1,2024/5/31,"2,024",5,记,95,支付4月同程机票等/21007036/市场部,6601.03,销售费用_差旅费,人民币,"¥34,020.17","¥34,020.17",,梁映婵,梁映婵,梁映婵,,0,发票管理,进项费用普通发票,已审核,未作废
2,,,,,,支付4月同程机票等/21007036/市场部,2202.05,应付账款_其他服务供应商,人民币,"¥52,439.00",,"¥52,439.00",,,,,,,,,
3,,,,,,支付4月同程机票等/21007036/技术部,5301.12.01.05.02,研发支出_科技项目费_直接费用_会议/差旅/国际合作交流费_差旅费,人民币,"¥10,796.72","¥10,796.72",,,,,,,,,,
4,,,,,,支付4月同程机票等/21007036/品质部,5301.12.01.05.02,研发支出_科技项目费_直接费用_会议/差旅/国际合作交流费_差旅费,人民币,"¥3,251.99","¥3,251.99",,,,,,,,,,
5,,,,,,支付4月同程机票等/21007036/市场部/机票,2221.01.01.04.02,应交税费_应交增值税_进项税额_国内旅客运输服务_国内旅客运输服务（9%税率）,人民币,"¥3,810.55","¥3,810.55",,,,,,,,,,
6,,,,,,支付4月同程机票等/21007036/市场部/火车票,2221.01.01.04.02,应交税费_应交增值税_进项税额_国内旅客运输服务_国内旅客运输服务（9%税率）,人民币,¥519.27,¥519.27,,,,,,,,,,
7,,,,,,支付4月同程机票等/21007036/市场部,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥27.85,¥27.85,,,,,,,,,,
8,,,,,,支付4月同程机票等/21007036/市场部,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥12.45,¥12.45,,,,,,,,,,
1,2024/5/31,"2,024",5,记,96,支付4月同程机票等/21007036/市场部,2202.05,应付账款_其他服务供应商,人民币,"¥52,439.00","¥52,439.00",,梁映婵,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,支付4月同程机票等/21007036/市场部,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥52,439.00",,"¥52,439.00",,,,,,,,,
1,2024/5/31,"2,024",5,记,97,胡赫报业务费/21003686/市场部,6601.02,销售费用_业务招待费,人民币,"¥4,860.90","¥4,860.90",,梁映婵,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,胡赫报业务费/21003686/市场部,1221.03,其他应收款_员工往来,人民币,"¥4,860.90",,"¥4,860.90",,,,,,,,,
1,2024/5/31,"2,024",5,记,98,胡赫报业务费/21001753/市场部,6601.02,销售费用_业务招待费,人民币,"¥45,000.00","¥45,000.00",,梁映婵,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,胡赫报业务费/21001753/市场部,1221.03,其他应收款_员工往来,人民币,"¥45,000.00",,"¥45,000.00",,,,,,,,,
1,2024/5/31,"2,024",5,记,99,发放2024年4月工资,2211.01,应付职工薪酬_工资,人民币,"¥2,077,922.59","¥2,077,922.59",,梁映婵,,梁映婵,,0,总账,凭证引入,审核中,未作废
2,,,,,,发放2024年4月工资/税后扣覃耀松借款,1221.03,其他应收款_员工往来,人民币,"¥5,000.00",,"¥5,000.00",,,,,,,,,
3,,,,,,发放2024年4月工资/税后扣肖鹏社保,1221.03,其他应收款_员工往来,人民币,"¥1,175.83",,"¥1,175.83",,,,,,,,,
4,,,,,,发放2024年4月工资/补发30周年红包,2241.04,其他应付款_统支款,人民币,¥600.00,,¥600.00,,,,,,,,,
5,,,,,,发放2024年4月工资/社保,2241.06,其他应付款_社保-个人,人民币,"¥53,943.47",,"¥53,943.47",,,,,,,,,
6,,,,,,发放2024年4月工资/公积金,2241.07,其他应付款_公积金-个人,人民币,"¥78,204.60",,"¥78,204.60",,,,,,,,,
7,,,,,,发放2024年4月工资/个人所得税,2221.13,应交税费_代扣个人所得税,人民币,"¥245,873.53",,"¥245,873.53",,,,,,,,,
8,,,,,,发放2024年4月工资/饭卡,2241.05,其他应付款_关联方往来,人民币,"¥6,177.51",,"¥6,177.51",,,,,,,,,
9,,,,,,发放2024年4月工资/房租水电等,2241.05,其他应付款_关联方往来,人民币,"¥14,674.19",,"¥14,674.19",,,,,,,,,
10,,,,,,发放2024年4月工资/复合材料员工房租、水电,2241.04,其他应付款_统支款,人民币,"-¥12,959.71",,"-¥12,959.71",,,,,,,,,
11,,,,,,发放2024年4月工资/清远员工房租水电等,2241.05,其他应付款_关联方往来,人民币,"¥19,659.28",,"¥19,659.28",,,,,,,,,
12,,,,,,发放2024年4月工资/饭卡/复材代付,2241.04,其他应付款_统支款,人民币,"¥6,487.00",,"¥6,487.00",,,,,,,,,
13,,,,,,发放2024年4月工资,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥1,659,099.20",,"¥1,659,099.20",,,,,,,,,
14,,,,,,发放2024年4月工资/员工无工资扣费、尾差,6602.99,管理费用_其他,人民币,¥12.31,¥12.31,,,,,,,,,,
1,2024/5/31,"2,024",5,记,100,冲销2024年4月工资计提/总经办,6602.04,管理费用_工资,人民币,"-¥49,331.00","-¥49,331.00",,梁映婵,梁映婵,梁映婵,,0,总账,凭证引入,已审核,未作废
2,,,,,,冲销2024年4月工资计提/财务部,6602.04,管理费用_工资,人民币,"-¥41,619.00","-¥41,619.00",,,,,,,,,,
3,,,,,,冲销2024年4月工资计提/市场部,6601.04,销售费用_工资,人民币,"-¥281,702.28","-¥281,702.28",,,,,,,,,,
4,,,,,,冲销2024年4月工资计提/综合管理部-综合科,6602.04,管理费用_工资,人民币,"-¥26,210.00","-¥26,210.00",,,,,,,,,,
5,,,,,,冲销2024年4月工资计提/采购科,6602.04,管理费用_工资,人民币,"-¥17,900.00","-¥17,900.00",,,,,,,,,,
6,,,,,,冲销2024年4月工资计提/安环科,6602.04,管理费用_工资,人民币,"-¥17,910.00","-¥17,910.00",,,,,,,,,,
7,,,,,,冲销2024年4月工资计提/技术部-热固,5301.01.01,研发支出_人员人工费用_工资,人民币,"-¥91,865.00","-¥91,865.00",,,,,,,,,,
8,,,,,,冲销2024年4月工资计提/技术部-热塑,5301.01.01,研发支出_人员人工费用_工资,人民币,"-¥424,747.71","-¥424,747.71",,,,,,,,,,
9,,,,,,冲销2024年4月工资计提/技术部-公共,5301.01.01,研发支出_人员人工费用_工资,人民币,"-¥114,499.43","-¥114,499.43",,,,,,,,,,
10,,,,,,冲销2024年4月工资计提,2211.01,应付职工薪酬_工资,人民币,"-¥1,065,784.42",,"-¥1,065,784.42",,,,,,,,,
11,,,,,,2024年4月实发工资/总经办,6602.04,管理费用_工资,人民币,"¥49,331.00","¥49,331.00",,,,,,,,,,
12,,,,,,2024年4月实发奖金/总经办,6602.11,管理费用_奖金,人民币,"¥192,094.68","¥192,094.68",,,,,,,,,,
13,,,,,,2024年4月实发工资/财务部,6602.04,管理费用_工资,人民币,"¥44,858.25","¥44,858.25",,,,,,,,,,
14,,,,,,2024年4月实发奖金/财务部,6602.11,管理费用_奖金,人民币,"¥17,190.12","¥17,190.12",,,,,,,,,,
15,,,,,,2024年4月实发工资/市场部,6601.04,销售费用_工资,人民币,"¥307,214.40","¥307,214.40",,,,,,,,,,
16,,,,,,2024年4月实发奖金/市场部,6601.21,销售费用_奖金,人民币,"¥147,492.80","¥147,492.80",,,,,,,,,,
17,,,,,,2024年4月实发工资/综合管理部,6602.04,管理费用_工资,人民币,"¥34,105.16","¥34,105.16",,,,,,,,,,
18,,,,,,2024年4月实发工资/综合管理部-采购科,6602.04,管理费用_工资,人民币,"¥20,914.06","¥20,914.06",,,,,,,,,,
19,,,,,,2024年4月实发奖金/综合管理部-采购科,6602.11,管理费用_奖金,人民币,"¥3,438.02","¥3,438.02",,,,,,,,,,
20,,,,,,2024年4月实发工资/综合管理部-安环科,6602.04,管理费用_工资,人民币,"¥21,325.75","¥21,325.75",,,,,,,,,,
21,,,,,,2024年4月实发工资/技术部-热固,5301.01.01,研发支出_人员人工费用_工资,人民币,"¥81,022.47","¥81,022.47",,,,,,,,,,
22,,,,,,2024年4月实发奖金/技术部-热固,5301.01.06,研发支出_人员人工费用_奖金,人民币,"¥1,719.01","¥1,719.01",,,,,,,,,,
23,,,,,,2024年4月实发工资/技术部,5301.01.01,研发支出_人员人工费用_工资,人民币,"¥353,109.72","¥353,109.72",,,,,,,,,,
24,,,,,,2024年4月实发奖金/技术部,5301.01.06,研发支出_人员人工费用_奖金,人民币,"¥265,348.90","¥265,348.90",,,,,,,,,,
25,,,,,,2024年4月实发工资/技术部-公共,5301.01.01,研发支出_人员人工费用_工资,人民币,"¥86,152.38","¥86,152.38",,,,,,,,,,
26,,,,,,2024年4月实发奖金/技术部-公共,5301.01.06,研发支出_人员人工费用_奖金,人民币,"¥56,419.89","¥56,419.89",,,,,,,,,,
27,,,,,,2024年4月实发工资,2211.01,应付职工薪酬_工资,人民币,"¥1,681,736.61",,"¥1,681,736.61",,,,,,,,,
1,2024/5/31,"2,024",5,记,101,缴纳2024年5月社保/总经办,6602.14,管理费用_社保费,人民币,"¥1,170.45","¥1,170.45",,梁映婵,梁映婵,梁映婵,,0,总账,凭证引入,已审核,未作废
2,,,,,,缴纳2024年5月社保/财务部,6602.14,管理费用_社保费,人民币,"¥4,677.14","¥4,677.14",,,,,,,,,,
3,,,,,,缴纳2024年5月社保/市场部,6601.14,销售费用_社保费,人民币,"¥13,009.69","¥13,009.69",,,,,,,,,,
4,,,,,,缴纳2024年5月社保/综合管理部-综合科,6602.14,管理费用_社保费,人民币,"¥5,900.96","¥5,900.96",,,,,,,,,,
5,,,,,,缴纳2024年5月社保/安环科,6602.14,管理费用_社保费,人民币,"¥2,391.94","¥2,391.94",,,,,,,,,,
6,,,,,,缴纳2024年5月社保/采购科,6602.14,管理费用_社保费,人民币,"¥3,573.78","¥3,573.78",,,,,,,,,,
7,,,,,,缴纳2024年5月社保/热固产品开发组—研发、品质,5301.01.02,研发支出_人员人工费用_社保费,人民币,"¥5,912.35","¥5,912.35",,,,,,,,,,
8,,,,,,缴纳2024年5月社保/技术部—热塑研发、工艺品质,5301.01.02,研发支出_人员人工费用_社保费,人民币,"¥24,865.80","¥24,865.80",,,,,,,,,,
9,,,,,,缴纳2024年5月社保/技术部—公共,5301.01.02,研发支出_人员人工费用_社保费,人民币,"¥3,587.91","¥3,587.91",,,,,,,,,,
10,,,,,,缴纳2024年5月社保/肖鹏,1221.03,其他应收款_员工往来,人民币,"¥1,175.83","¥1,175.83",,,,,,,,,,
11,,,,,,缴纳2024年5月社保/个人承担,2241.06,其他应付款_社保-个人,人民币,"¥52,839.83","¥52,839.83",,,,,,,,,,
12,,,,,,缴纳2024年5月社保,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥119,105.68",,"¥119,105.68",,,,,,,,,
13,,,,,,缴纳2024年5月社保/企业职工基本养老保险费,2211.05.04,应付职工薪酬_社会保险费_养老保险费,人民币,"¥76,089.60","¥76,089.60",,,,,,,,,,
14,,,,,,缴纳2024年5月社保/失业保险费,2211.05.05,应付职工薪酬_社会保险费_失业保险费,人民币,"¥2,983.69","¥2,983.69",,,,,,,,,,
15,,,,,,缴纳2024年5月社保/基本医疗保险费（含生育）,2211.05.01,应付职工薪酬_社会保险费_医疗保险费,人民币,"¥30,795.84","¥30,795.84",,,,,,,,,,
16,,,,,,缴纳2024年5月社保/工伤保险费,2211.05.02,应付职工薪酬_社会保险费_工伤保险费,人民币,"¥3,730.08","¥3,730.08",,,,,,,,,,
17,,,,,,缴纳2024年5月社保企业职工基本养老保险费,2211.05.04,应付职工薪酬_社会保险费_养老保险费,人民币,"¥76,089.60",,"¥76,089.60",,,,,,,,,
18,,,,,,缴纳2024年5月社保/失业保险费,2211.05.05,应付职工薪酬_社会保险费_失业保险费,人民币,"¥2,983.69",,"¥2,983.69",,,,,,,,,
19,,,,,,缴纳2024年5月社保/基本医疗保险费（含生育）,2211.05.01,应付职工薪酬_社会保险费_医疗保险费,人民币,"¥30,795.84",,"¥30,795.84",,,,,,,,,
20,,,,,,缴纳2024年5月社保/工伤保险费,2211.05.02,应付职工薪酬_社会保险费_工伤保险费,人民币,"¥3,730.08",,"¥3,730.08",,,,,,,,,
1,2024/5/31,"2,024",5,记,102,缴纳2024年5月公积金/总经办,6602.15,管理费用_公积金,人民币,"¥1,200.00","¥1,200.00",,梁映婵,梁映婵,梁映婵,,0,总账,凭证引入,已审核,未作废
2,,,,,,缴纳2024年5月公积金金/财务部,6602.15,管理费用_公积金,人民币,"¥2,520.00","¥2,520.00",,,,,,,,,,
3,,,,,,缴纳2024年5月公积金/市场部,6601.15,销售费用_公积金,人民币,"¥5,280.00","¥5,280.00",,,,,,,,,,
4,,,,,,缴纳2024年5月公积金/综合管理部-综合科,6602.15,管理费用_公积金,人民币,"¥1,608.00","¥1,608.00",,,,,,,,,,
5,,,,,,缴纳2024年5月公积金/安环科,6602.15,管理费用_公积金,人民币,¥960.00,¥960.00,,,,,,,,,,
6,,,,,,缴纳2024年5月公积金/采购科,6602.15,管理费用_公积金,人民币,"¥1,440.00","¥1,440.00",,,,,,,,,,
7,,,,,,缴纳2024年5月公积金/热固产品开发组—研发、品质,5301.01.03,研发支出_人员人工费用_公积金,人民币,"¥2,400.00","¥2,400.00",,,,,,,,,,
8,,,,,,缴纳2024年5月公积金/技术部—热塑研发、工艺品质,5301.01.03,研发支出_人员人工费用_公积金,人民币,"¥11,505.00","¥11,505.00",,,,,,,,,,
9,,,,,,缴纳2024年5月公积金/技术部-公共,5301.01.03,研发支出_人员人工费用_公积金,人民币,"¥2,040.00","¥2,040.00",,,,,,,,,,
10,,,,,,缴纳2024年5月公积金/个人承担,2241.07,其他应付款_公积金-个人,人民币,"¥78,291.00","¥78,291.00",,,,,,,,,,
11,,,,,,缴纳2024年5月公积金,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥107,244.00",,"¥107,244.00",,,,,,,,,
12,,,,,,缴纳2024年5月公积金/公司部分,2211.08,应付职工薪酬_住房公积金,人民币,"¥40,257.00","¥40,257.00",,,,,,,,,,
13,,,,,,缴纳2024年5月公积金/公司部分,2211.08,应付职工薪酬_住房公积金,人民币,"¥40,257.00",,"¥40,257.00",,,,,,,,,
1,2024/5/31,"2,024",5,记,103,计提2024年5月工资/总经办,6602.04,管理费用_工资,人民币,"¥49,331.00","¥49,331.00",,梁映婵,梁映婵,梁映婵,,0,总账,凭证引入,已审核,未作废
2,,,,,,计提2024年5月工资/财务部,6602.04,管理费用_工资,人民币,"¥41,619.00","¥41,619.00",,,,,,,,,,
3,,,,,,计提2024年5月工资/市场部,6601.04,销售费用_工资,人民币,"¥304,538.00","¥304,538.00",,,,,,,,,,
4,,,,,,计提2024年5月工资/综合管理部-综合科,6602.04,管理费用_工资,人民币,"¥29,514.35","¥29,514.35",,,,,,,,,,
5,,,,,,计提2024年5月工资/采购科,6602.04,管理费用_工资,人民币,"¥17,900.00","¥17,900.00",,,,,,,,,,
6,,,,,,计提2024年5月工资/安环科,6602.04,管理费用_工资,人民币,"¥17,910.00","¥17,910.00",,,,,,,,,,
7,,,,,,计提2024年5月工资/技术部-热固,5301.01.01,研发支出_人员人工费用_工资,人民币,"¥74,965.00","¥74,965.00",,,,,,,,,,
8,,,,,,计提2024年5月工资/技术部-热塑,5301.01.01,研发支出_人员人工费用_工资,人民币,"¥335,224.44","¥335,224.44",,,,,,,,,,
9,,,,,,计提2024年5月工资/技术部-公共,5301.01.01,研发支出_人员人工费用_工资,人民币,"¥78,846.13","¥78,846.13",,,,,,,,,,
10,,,,,,计提2024年5月工资,2211.01,应付职工薪酬_工资,人民币,"¥949,847.92",,"¥949,847.92",,,,,,,,,
1,2024/5/31,"2,024",5,记,104,确认劳务收入/发票号28947280/金发复合,2241.04,其他应付款_统支款,人民币,"-¥482,112.74",,"-¥482,112.74",梁映婵,梁映婵,梁映婵,,0,总账,凭证引入,已审核,未作废
2,,,,,,确认劳务收入/发票号28947280/金发复合,2221.01.02.01,应交税费_应交增值税_销项税额_增值税发票,人民币,"¥27,289.40",,"¥27,289.40",,,,,,,,,
3,,,,,,确认劳务收入/发票号28947280/金发复合,6051.99,其他业务收入_其他,人民币,"¥454,823.34",,"¥454,823.34",,,,,,,,,
4,,,,,,结转劳务成本,6402.99,其他业务支出_其他,人民币,"¥454,823.34","¥454,823.34",,,,,,,,,,
5,,,,,,结转劳务成本/工资,2211.01,应付职工薪酬_工资,人民币,"¥396,185.98",,"¥396,185.98",,,,,,,,,
6,,,,,,结转劳务成本/社保,2211.05.01,应付职工薪酬_社会保险费_医疗保险费,人民币,"¥47,333.36",,"¥47,333.36",,,,,,,,,
7,,,,,,结转劳务成本/公积金,2211.08,应付职工薪酬_住房公积金,人民币,"¥11,304.00",,"¥11,304.00",,,,,,,,,
8,,,,,,代付社保,2211.05.01,应付职工薪酬_社会保险费_医疗保险费,人民币,"¥47,333.36","¥47,333.36",,,,,,,,,,
9,,,,,,代付社保,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥47,333.36",,"¥47,333.36",,,,,,,,,
10,,,,,,代付公积金,2211.08,应付职工薪酬_住房公积金,人民币,"¥11,304.00","¥11,304.00",,,,,,,,,,
11,,,,,,代付公积金,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥11,304.00",,"¥11,304.00",,,,,,,,,
1,2024/5/31,"2,024",5,记,105,金发科技往来款调拨,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,¥807.90,¥807.90,,梁映婵,梁映婵,梁映婵,,0,总账,凭证引入,已审核,未作废
2,,,,,,金发科技往来款调拨,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥1,900,000.00","¥1,900,000.00",,,,,,,,,,
3,,,,,,金发科技往来款调拨,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥2,100,000.00","¥2,100,000.00",,,,,,,,,,
4,,,,,,金发科技往来款调拨,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥221,423.25","¥221,423.25",,,,,,,,,,
5,,,,,,金发科技往来款调拨,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥5,000,000.00","¥5,000,000.00",,,,,,,,,,
6,,,,,,金发科技往来款调拨,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥8,943,343.90","¥8,943,343.90",,,,,,,,,,
