分录行号,日期,会计年度,期间,凭证字,凭证号,摘要,科目编码,科目全名,币别,原币金额,借方金额,贷方金额,制单,审核,过账,出纳,附件数,来源系统,业务类型,审核状态,作废状态
4,,,,,,付货款/发票号28072840/泰山玻纤,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥12,171.80",,"¥12,171.80",,,,,,,,,
1,2024/5/23,"2,024",5,记,42,预付EK24模具款（预付30%）/广州利佰特,2202.06,应付账款_外协供应商,人民币,"¥54,000.00","¥54,000.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,预付EK24模具款（预付30%）/广州利佰特,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥54,000.00",,"¥54,000.00",,,,,,,,,
1,2024/5/23,"2,024",5,记,43,预付水泵机和加热管款/昆山德润斯,2202.04,应付账款_固定资产供应商,人民币,"¥3,200.00","¥3,200.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,预付水泵机和加热管款/昆山德润斯,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥3,200.00",,"¥3,200.00",,,,,,,,,
1,2024/5/23,"2,024",5,记,44,预付双极板试验模款/宁波益普乐,2202.04,应付账款_固定资产供应商,人民币,"¥22,035.00","¥22,035.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,预付双极板试验模款/宁波益普乐,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥22,035.00",,"¥22,035.00",,,,,,,,,
1,2024/5/23,"2,024",5,记,45,预付货款/广州和专,2202.03,应付账款_材料供应商,人民币,"¥33,984.00","¥33,984.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,预付货款/广州和专,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥33,984.00",,"¥33,984.00",,,,,,,,,
1,2024/5/23,"2,024",5,记,46,预付C11拉式生成项目款（预付30%）/佛山盛图,2202.07,应付账款_低值易耗品供应商,人民币,"¥210,000.00","¥210,000.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,预付C11拉式生成项目款（预付30%）/佛山盛图,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥210,000.00",,"¥210,000.00",,,,,,,,,
1,2024/5/23,"2,024",5,记,47,预付底护板模具款（已付60%）/吉林华阳,2202.04,应付账款_固定资产供应商,人民币,"¥78,000.00","¥78,000.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,预付底护板模具款（已付60%）/吉林华阳,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥78,000.00",,"¥78,000.00",,,,,,,,,
1,2024/5/23,"2,024",5,记,48,材料搬运费/发票号6374920/高长青,5101.10,制造费用_搬运费,人民币,"¥4,332.90","¥4,332.90",,方晓淮,梁映婵,梁映婵,,0,发票管理,进项费用普通发票,已审核,未作废
2,,,,,,材料搬运费/发票号6374920/高长青,2202.05,应付账款_其他服务供应商,人民币,"¥4,332.90",,"¥4,332.90",,,,,,,,,
1,2024/5/23,"2,024",5,记,49,付材料搬运费/发票号6374920/高长青,2202.05,应付账款_其他服务供应商,人民币,"¥4,332.90","¥4,332.90",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付材料搬运费/发票号6374920/高长青,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥4,332.90",,"¥4,332.90",,,,,,,,,
1,2024/5/23,"2,024",5,记,50,购1.8米特氟龙压机款/发票号03731742/上海英彼克,1601,固定资产,人民币,"¥2,610,619.47","¥2,610,619.47",,方晓淮,梁映婵,梁映婵,,0,发票管理,进项费用增值税发票,已审核,未作废
2,,,,,,购1.8米特氟龙压机款/发票号03731742/上海英彼克,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,"¥339,380.53","¥339,380.53",,,,,,,,,,
3,,,,,,购1.8米特氟龙压机款/发票号03731742/上海英彼克,2202.04,应付账款_固定资产供应商,人民币,"¥2,950,000.00",,"¥2,950,000.00",,,,,,,,,
1,2024/5/23,"2,024",5,记,51,购1.8米特氟龙压机款（已付90%）/发票号03731742/上海英彼克,2202.04,应付账款_固定资产供应商,人民币,"¥885,000.00","¥885,000.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,购1.8米特氟龙压机款（已付90%）/发票号03731742/上海英彼克,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥885,000.00",,"¥885,000.00",,,,,,,,,
1,2024/5/27,"2,024",5,记,52,收到货款/广州利佰特汽车部件有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥211,554.58","¥211,554.58",,方晓淮,梁映婵,梁映婵,,0,出纳管理,收款单,已审核,未作废
2,,,,,,收到货款/广州利佰特汽车部件有限公司,1122,应收账款,人民币,"¥211,554.58",,"¥211,554.58",,,,,,,,,
1,2024/5/28,"2,024",5,记,53,付货款/发票号75925229/嘉兴华丽,2202.03,应付账款_材料供应商,人民币,"¥152,570.88","¥152,570.88",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号75925229/嘉兴华丽,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥152,570.88",,"¥152,570.88",,,,,,,,,
1,2024/5/24,"2,024",5,记,54,收到货款/芜湖利诚汽车零部件制造有限公司,1121.01,应收票据_银行承兑汇票,人民币,"¥75,525.89","¥75,525.89",,方晓淮,梁映婵,梁映婵,,0,出纳管理,收款单,已审核,未作废
2,,,,,,收到货款/芜湖利诚汽车零部件制造有限公司,1122,应收账款,人民币,"¥75,525.89",,"¥75,525.89",,,,,,,,,
1,2024/5/28,"2,024",5,记,55,付货款/发票号10860374/张家港保税区振晖复合材料有限公司,2202.03,应付账款_材料供应商,人民币,"¥252,000.00","¥252,000.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号10860374/张家港保税区振晖复合材料有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥252,000.00",,"¥252,000.00",,,,,,,,,
1,2024/5/28,"2,024",5,记,56,付货款/发票号88907327/广州市潮龙天工业科技有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥22,599.64","¥22,599.64",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号88907327/广州市潮龙天工业科技有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥22,599.64",,"¥22,599.64",,,,,,,,,
1,2024/5/28,"2,024",5,记,57,付货款/发票号38393519/东莞市瑞诚研磨材料有限公司,2202.07,应付账款_低值易耗品供应商,人民币,¥910.00,¥910.00,,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号38393519/东莞市瑞诚研磨材料有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,¥910.00,,¥910.00,,,,,,,,,
1,2024/5/28,"2,024",5,记,58,付货款/发票号77220576/广州市林稀包装材料有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥67,813.00","¥67,813.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号77220576/广州市林稀包装材料有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥67,813.00",,"¥67,813.00",,,,,,,,,
1,2024/5/28,"2,024",5,记,59,付货款/发票号99105690/广州美承塑料有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥15,070.00","¥15,070.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号99105690/广州美承塑料有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥15,070.00",,"¥15,070.00",,,,,,,,,
1,2024/5/28,"2,024",5,记,60,付货款/发票号01008292/林德（中国）叉车有限公司广州分公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥1,260.00","¥1,260.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号01008292/林德（中国）叉车有限公司广州分公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥1,260.00",,"¥1,260.00",,,,,,,,,
1,2024/5/28,"2,024",5,记,61,付货款/发票号55962827/威海市环翠区铭材机械制造厂,2202.07,应付账款_低值易耗品供应商,人民币,"¥3,610.00","¥3,610.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号55962827/威海市环翠区铭材机械制造厂,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥3,610.00",,"¥3,610.00",,,,,,,,,
1,2024/5/28,"2,024",5,记,62,付货款/发票号63732055/科源（广州）精密科技有限公司,2202.06,应付账款_外协供应商,人民币,"¥158,500.00","¥158,500.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号63732055/科源（广州）精密科技有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥158,500.00",,"¥158,500.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,63,付货款/发票号53491547/东莞市中力自动化设备有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥2,080.00","¥2,080.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号53491547/东莞市中力自动化设备有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥2,080.00",,"¥2,080.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,64,付货款/发票号68608208/东莞市科鼎自动化设备有限公司,2202.06,应付账款_外协供应商,人民币,"¥6,271.50","¥6,271.50",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号68608208/东莞市科鼎自动化设备有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥6,271.50",,"¥6,271.50",,,,,,,,,
1,2024/5/29,"2,024",5,记,65,付货款/发票号81854074/张家港市博迪塑料机械有限公司,2202.04,应付账款_固定资产供应商,人民币,"¥1,980.00","¥1,980.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号81854074/张家港市博迪塑料机械有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥1,980.00",,"¥1,980.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,66,付货款/发票号80108182/上海冠向五金制品有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥6,480.00","¥6,480.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号80108182/上海冠向五金制品有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥6,480.00",,"¥6,480.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,67,付货款/发票号70615512/东莞康幸电子设备有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥11,420.00","¥11,420.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号70615512/东莞康幸电子设备有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥11,420.00",,"¥11,420.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,68,付货款/发票号98508320/广州市远固劳保用品有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥15,777.00","¥15,777.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号98508320/广州市远固劳保用品有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥15,777.00",,"¥15,777.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,69,付货款/发票号98587949/广州市远固劳保用品有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥34,184.70","¥34,184.70",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号98587949/广州市远固劳保用品有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥34,184.70",,"¥34,184.70",,,,,,,,,
1,2024/5/29,"2,024",5,记,70,付货款/发票号21413114/清远市汇友五金建材有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥59,568.00","¥59,568.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号21413114/清远市汇友五金建材有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥59,568.00",,"¥59,568.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,71,付货款/发票号55979171/东莞市耀欣山柯高切削刀具有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥25,985.00","¥25,985.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号55979171/东莞市耀欣山柯高切削刀具有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥25,985.00",,"¥25,985.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,72,付货款/发票号99691702/清远市汇友五金建材有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥61,699.30","¥61,699.30",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号99691702/清远市汇友五金建材有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥61,699.30",,"¥61,699.30",,,,,,,,,
1,2024/5/29,"2,024",5,记,73,付货款/发票号33325702/广州市腾孚化工有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥2,000.00","¥2,000.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号33325702/广州市腾孚化工有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥2,000.00",,"¥2,000.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,74,付货款/发票号37638864/广州领音航复合材料有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥1,962.00","¥1,962.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号37638864/广州领音航复合材料有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥1,962.00",,"¥1,962.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,75,付货款/发票号65428152/广州润麟材料技术有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥11,499.00","¥11,499.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号65428152/广州润麟材料技术有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥11,499.00",,"¥11,499.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,76,付货款/发票号15756129/广州市林稀包装材料有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥203,176.90","¥203,176.90",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号15756129/广州市林稀包装材料有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥203,176.90",,"¥203,176.90",,,,,,,,,
1,2024/5/29,"2,024",5,记,77,付货款/发票号56283573/广州耐捷标识技术有限公司,2202.06,应付账款_外协供应商,人民币,"¥17,400.00","¥17,400.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号56283573/广州耐捷标识技术有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥17,400.00",,"¥17,400.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,78,付货款/发票号63394756/惠州博源模具科技有限公司,2202.04,应付账款_固定资产供应商,人民币,"¥27,600.00","¥27,600.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号63394756/惠州博源模具科技有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥27,600.00",,"¥27,600.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,79,付货款/发票号63394756/惠州博源模具科技有限公司,2202.04,应付账款_固定资产供应商,人民币,"¥75,000.00","¥75,000.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号63394756/惠州博源模具科技有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥75,000.00",,"¥75,000.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,80,付货款/发票号77644748/四维机械科技（广州）有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥1,150.00","¥1,150.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号77644748/四维机械科技（广州）有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥1,150.00",,"¥1,150.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,81,付货款/发票号71691443/广东艾依格家居有限公司,2202.06,应付账款_外协供应商,人民币,"¥38,450.00","¥38,450.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号71691443/广东艾依格家居有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥38,450.00",,"¥38,450.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,82,付货款/发票号70371890/深圳市鹏丰新材料有限公司,2202.03,应付账款_材料供应商,人民币,"¥4,400.00","¥4,400.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号70371890/深圳市鹏丰新材料有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥4,400.00",,"¥4,400.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,83,付货款/发票号63209806/上海益发物联科技有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥2,340.00","¥2,340.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号63209806/上海益发物联科技有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥2,340.00",,"¥2,340.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,84,付货款/发票号65804542/中山市碳艺复合材料科技有限公司,2202.06,应付账款_外协供应商,人民币,"¥157,863.00","¥157,863.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号65804542/中山市碳艺复合材料科技有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥157,863.00",,"¥157,863.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,85,付货款/发票号65804542/中山市碳艺复合材料科技有限公司,2202.06,应付账款_外协供应商,人民币,"¥12,685.00","¥12,685.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号65804542/中山市碳艺复合材料科技有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥12,685.00",,"¥12,685.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,86,付货款/发票号22672510/中国巨石股份有限公司,2202.03,应付账款_材料供应商,人民币,"¥602,430.25","¥602,430.25",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号22672510/中国巨石股份有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥602,430.25",,"¥602,430.25",,,,,,,,,
1,2024/5/29,"2,024",5,记,87,付货款/发票号22672510/中国巨石股份有限公司,2202.03,应付账款_材料供应商,人民币,"¥488,095.73","¥488,095.73",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号22672510/中国巨石股份有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥488,095.73",,"¥488,095.73",,,,,,,,,
1,2024/5/29,"2,024",5,记,88,付货款/发票号31204096/江苏惠沣环保科技有限公司,2202.03,应付账款_材料供应商,人民币,"¥72,500.00","¥72,500.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号31204096/江苏惠沣环保科技有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥72,500.00",,"¥72,500.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,89,付货款/发票号51053081/威海威隆橡塑科技有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥66,631.90","¥66,631.90",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号51053081/威海威隆橡塑科技有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥66,631.90",,"¥66,631.90",,,,,,,,,
1,2024/5/29,"2,024",5,记,90,付货款/发票号31025793/佛山市南海伟星纸品有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥68,837.55","¥68,837.55",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号31025793/佛山市南海伟星纸品有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥68,837.55",,"¥68,837.55",,,,,,,,,
1,2024/5/29,"2,024",5,记,91,付货款/发票号28167299/江苏瑞畅复合材料有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥276,040.00","¥276,040.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号28167299/江苏瑞畅复合材料有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥276,040.00",,"¥276,040.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,92,付货款/发票号43319017/惠阳钰城泰化工有限公司,2202.03,应付账款_材料供应商,人民币,"¥39,435.00","¥39,435.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号43319017/惠阳钰城泰化工有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥39,435.00",,"¥39,435.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,93,付货款/发票号41537799/深圳市义正切割设备耗材有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥16,512.00","¥16,512.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号41537799/深圳市义正切割设备耗材有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥16,512.00",,"¥16,512.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,94,付货款/发票号04064234/台州辰工机械厂,2202.07,应付账款_低值易耗品供应商,人民币,"¥2,600.00","¥2,600.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号04064234/台州辰工机械厂,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥2,600.00",,"¥2,600.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,95,付货款/发票号63823916/中山市丰汇新材料有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥1,000.00","¥1,000.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号63823916/中山市丰汇新材料有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥1,000.00",,"¥1,000.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,96,付货款/发票号64068322/清远滕镌纸业有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥19,095.00","¥19,095.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号64068322/清远滕镌纸业有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥19,095.00",,"¥19,095.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,97,付货款/发票号70242267/东莞市英迈五金科技有限公司,2202.07,应付账款_低值易耗品供应商,人民币,"¥26,685.00","¥26,685.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号70242267/东莞市英迈五金科技有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥26,685.00",,"¥26,685.00",,,,,,,,,
1,2024/5/29,"2,024",5,记,98,付货款/发票号66382378/佛山市沅胜化工有限公司,2202.03,应付账款_材料供应商,人民币,"¥1,386.41","¥1,386.41",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号66382378/佛山市沅胜化工有限公司,2202.03,应付账款_材料供应商,人民币,"¥120,613.59","¥120,613.59",,,,,,,,,,
3,,,,,,付货款/发票号66382378/佛山市沅胜化工有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥1,386.41",,"¥1,386.41",,,,,,,,,
4,,,,,,付货款/发票号66382378/佛山市沅胜化工有限公司,1121.01,应收票据_银行承兑汇票,人民币,"¥120,613.59",,"¥120,613.59",,,,,,,,,
1,2024/5/29,"2,024",5,记,99,付货款/发票号16801614/上海元助实业有限公司,2202.03,应付账款_材料供应商,人民币,"¥1,597,041.63","¥1,597,041.63",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号16801614/上海元助实业有限公司,2202.03,应付账款_材料供应商,人民币,"¥70,000.00","¥70,000.00",,,,,,,,,,
3,,,,,,付货款/发票号16801614/上海元助实业有限公司,2202.03,应付账款_材料供应商,人民币,"¥1,648,110.15","¥1,648,110.15",,,,,,,,,,
4,,,,,,付货款/发票号16801614/上海元助实业有限公司,1002.01.01,银行存款_中国农业银行清远石角支行_人民币44-685201040011484,人民币,"¥1,597,041.63",,"¥1,597,041.63",,,,,,,,,
5,,,,,,付货款/发票号16801614/上海元助实业有限公司,1121.01,应收票据_银行承兑汇票,人民币,"¥70,000.00",,"¥70,000.00",,,,,,,,,
6,,,,,,付货款/发票号16801614/上海元助实业有限公司,1121.01,应收票据_银行承兑汇票,人民币,"¥1,648,110.15",,"¥1,648,110.15",,,,,,,,,
1,2024/5/29,"2,024",5,记,100,付货款/发票号33720366/22673616/中国巨石股份有限公司,2202.03,应付账款_材料供应商,人民币,"¥68,343.34","¥68,343.34",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付货款/发票号33720366/22673616/中国巨石股份有限公司,2202.03,应付账款_材料供应商,人民币,"¥208,834.48","¥208,834.48",,,,,,,,,,
